ten_san_pham,gia_ban,gia_ban_so,gia_goc,gia_goc_so,link,hinh_anh,danh_muc,thoi_gian_cao,thong_so
Điện thoại ZTE Blade A35 Chính hãng,1.850.000 ₫,1850000,,0,https://mobilecity.vn/dien-thoai/zte-blade-a35-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2026/01/zte-blade-a35-chinh-hang-0-2.jpg,Nubia Red Magic,2026-04-27 11:59:37,"Màn hình: LCD 6.75 inches HD+, 720 x 1600 pixel | Hệ điều hành: Android 14 | Camera sau: 8 MP | Camera trước: 5 MP | Bộ nhớ trong: 64GB | Thẻ SIM: 2 SIM nano | Dung lượng pin: 5000mAh Sạc 10W | Thiết kế: Thanh Khung, mặt lưng nhựa phẳng"
Điện thoại ZTE Nubia Music 2 (Unisoc T7200),2.150.000 ₫,2150000,,0,https://mobilecity.vn/dien-thoai/zte-nubia-music-2-unisoc-t7200.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/01/zte-nubia-music-2-nhieu-mau.jpg.webp,Nubia Red Magic,2026-04-27 11:59:37,"Màn hình: IPS LCD, 120Hz 6.7 inches, HD+ (720 x 1612 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~264 ppi | Hệ điều hành: Android 14 | Camera sau: 50 MP, f/1.8 (góc rộng), PDAF x MP (ống kính phụ) Quay phim: 1080p@30fps | Camera trước: 5 MP, f/2.4 (góc rộng) Quay phim: 720p@30fps | Bộ nhớ trong: 128GB, eMMC 5.1 | Thẻ SIM: 2 SIM Nano | Dung lượng pin: 5000 mAh Sạc cơ bản 10W | Thiết kế: Khung nhựa, mặt lưng nhựa 3 loa ngoài stereo Đèn thông báo LED (ở mặt sau) Cảm biến vân tay cạnh bên"
Điện thoại ZTE Nubia V80 Max Chính hãng,3.190.000 ₫,3190000,,0,https://mobilecity.vn/dien-thoai/zte-nubia-v80-max-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2026/03/zte-nubia-v80-max-0-10.jpg,Nubia Red Magic,2026-04-27 11:59:37,"Màn hình: LCD 6.9 inches HD+, 720 x 1640 pixel | Hệ điều hành: MyOS, Android 16 | Camera sau: 50 MP, f/1.8, (wide), PDAF | Camera trước: 16 MP | Bộ nhớ trong: 128-256GB | Thẻ SIM: 2 SIM nano | Dung lượng pin: 6000 mAh Sạc 22.5W Bypass Charging | Thiết kế: Thanh Khung, mặt lưng nhựa phẳng"
Điện thoại ZTE Axon A41 5G (Snapdragon 870),3.550.000 ₫,3550000,,0,https://mobilecity.vn/dien-thoai/zte-axon-a41-5g-snapdragon-870.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/07/zte-axon-a41-5g-anh-dai-dien.jpg.webp,Nubia Red Magic,2026-04-27 11:59:37,"Màn hình: OLED, 1 tỷ màu, 90Hz 6.67 inches, Full HD+ (1080 x 2400 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~395 ppi | Hệ điều hành: Android 11, MyOS 11.5 Có thể được lên Android 14 | Camera sau: 64 MP (góc rộng) 8 MP (góc siêu rộng) 5 MP (macro) Quay phim: Có | Camera trước: 44 MP (góc rộng) Hoặc 32 MP (góc rộng) Quay phim: Có | Bộ nhớ trong: 128-256GB | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: 5000 mAh Sạc nhanh 66W | Thiết kế: Khung viền nhựa bo cong Mặt lưng giả da cong về 2 cạnh bên Màn hình đục lỗ phẳng"
Điện thoại ZTE Nubia Neo 2 5G (Gaming Phone Chính hãng rẻ nhất),4.050.000 ₫,4050000,5.490.000₫,5490000,https://mobilecity.vn/dien-thoai/zte-nubia-neo-2-5g-unisoc-t820.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/04/zte-nubia-neo-2-5g-bac.jpg.webp,Nubia Red Magic,2026-04-27 11:59:37,"Màn hình: IPS LCD, 120Hz 6.72 inches, Full HD+ (1080 x 2400 pixels) Tỷ lệ 20:9; mật độ điểm ảnh ~392 ppi | Hệ điều hành: Android 14 | Camera sau: 50 MP, f/1.8 (góc rộng), PDAF 2 MP, f/2.4 (độ sâu) Quay phim: 1080p@30fps | Camera trước: 16MP (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 256GB, UFS 3.1 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: 6000 mAh Sạc nhanh 33W | Thiết kế: Khung nhựa vuông vức Họa tiết mặt lưng đậm chất gaming Tích hợp phím trigger cảm ứng Màn hình phẳng"
Điện thoại ZTE Nubia Focus 2 5G (Camera 108MP OIS),4.950.000 ₫,4950000,,0,https://mobilecity.vn/dien-thoai/zte-nubia-focus-2-5g.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/12/zte-nubia-focus-5g-1.jpg.webp,Nubia Red Magic,2026-04-27 11:59:37,"Màn hình: IPS LCD, 120Hz 6.72 inches, Full HD+ (1080 x 2412 pixels) | Hệ điều hành: Android 15 | Camera sau: 108 MP (góc rộng), PDAF, OIS 5 MP (góc siêu rộng) 2 MP (macro) Quay phim: 4K@30fps, 1080p@30fps | Camera trước: 32 MP (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 256-512GB, UFS 3.1 | Thẻ SIM: 2 SIM Nano | Dung lượng pin: 5000 mAh Sạc nhanh 33W | Thiết kế: "
Điện thoại ZTE Nubia Neo 3 5G Chính hãng,4.950.000 ₫,4950000,4.990.000₫,4990000,https://mobilecity.vn/dien-thoai/zte-nubia-neo-3-5g-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/06/nubia-neo-3-5g-chinh-hang-vang.jpg.webp,Nubia Red Magic,2026-04-27 11:59:37,"Màn hình: IPS LCD, 120Hz, 530 nits (thường), 1000 nits (peak) 6.8 inches, 900 x 2030 pixels Tỷ lệ 20:9; mật độ điểm ảnh ~326 ppi | Hệ điều hành: Android 15 | Camera sau: 50 MP, f/1.8 (góc rộng), PDAF 2 MP, f/2.4 (độ sâu) Quay phim: 1080p@30fps | Camera trước: 16MP (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 256GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: 6000 mAh Sạc nhanh 33W Hỗ trợ sạc nhánh | Thiết kế: Khung nhựa phẳng Mặt lưng nhựa phẳng, họa tiết gaming phone Vân tay cạnh bên Kháng nước, bụi IP54 Có phím trigger cảm ứng"
Điện thoại ZTE Nubia Air (Siêu mỏng 5.9 mm - Pin 5000mAh),5.450.000 ₫,5450000,7.790.000₫,7790000,https://mobilecity.vn/dien-thoai/zte-nubia-air.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/09/zte-nubia-air-den.jpg.webp,Nubia Red Magic,2026-04-27 11:59:37,"Màn hình: AMOLED, 120Hz, 4500 nits (peak) 6.78 inches, 1.5K (1224 x 2720 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~440 ppi Corning Gorilla Glass 7i | Hệ điều hành: Android 15 | Camera sau: 50 MP, f/1.6 (góc rộng), PDAF 2 MP (độ sâu) Cảm biến phụ Quay phim: 1080p@30fps | Camera trước: 20 MP (góc rộng) Quay phim: Có | Bộ nhớ trong: 256GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: 5000 mAh Sạc nhanh 33W | Thiết kế: Khung viền nhựa phẳng Mặt lưng cong nhẹ Kháng nước, bụi IP68/IP69K Cảm biến vân tay dưới màn hình"
Điện thoại ZTE Nubia Neo 3 GT 5G (Gaming Phone giá rẻ - Pin 6000mAh),6.450.000 ₫,6450000,,0,https://mobilecity.vn/dien-thoai/zte-nubia-neo-3-gt-5g.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/03/zte-nubia-neo-3-gt-5g-vang.jpg.webp,Nubia Red Magic,2026-04-27 11:59:37,"Màn hình: AMOLED, 120Hz, 1300 nits (peak) 6.8 inches, Full HD+ (1080 x 2392 pixels) Mật độ điểm ảnh ~386 ppi | Hệ điều hành: Android 15 | Camera sau: 50 MP (góc rộng), PDAF 2 MP (depth) Quay phim: 1080p | Camera trước: 16 MP Quay phim: 1080p@30fps | Bộ nhớ trong: 256GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: 6000 mAh Hoặc 5000 mAh (tùy theo thị trường/khu vực) Sạc nhanh 80W Bypass Charging (sạc nhánh) | Thiết kế: Gaming phone Tích hợp trigger cảm ứng LED RGB ở mặt lưng Cảm biến vâng tay dưới màn hình"
"Điện thoại Nubia Red Magic 7 (Snapdragon 8 Gen 1, Màn AMOLED 165Hz)",8.450.000 ₫,8450000,9.950.000₫,9950000,https://mobilecity.vn/zte/nubia-red-magic-7.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2022/02/nubia-red-magic-7-trong-suot.jpg.webp,Nubia Red Magic,2026-04-27 11:59:37,"Màn hình: AMOLED, 1 tỷ màu, 165Hz, tỷ lệ 20:9 6.8 inches, Full HD+ (1080 x 2400 pixels) Corning Gorilla Glass 5 | Hệ điều hành: Android 12, Redmagic 5.0 | Camera sau: 64 MP, f/1.8, 26mm (góc rộng), PDAF 8 MP, f/2.0, 120˚, 13mm (góc siêu rộng) 2 MP, f/2.4 (macro) Quay phim: 8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps | Camera trước: 8 MP, f/2.0, (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 128-512GB UFS 3.1 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Po 4500 mAh Sạc nhanh 65W - 120W, 100% trong 17 phút (quảng cáo) - Trung Quốc Sạc nhanh 65W - Quốc tế | Thiết kế: Khung kim loại + 2 mặt kính"
Điện thoại ZTE Nubia Z50 (Snapdragon 8 Gen 2 - Màn 144Hz),9.650.000 ₫,9650000,11.950.000₫,11950000,https://mobilecity.vn/dien-thoai/zte-nubia-z50-man-hinh-144Hz.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2022/12/zte-nubia-z50-man-hinh-144hz-xanh.png.webp,Nubia Red Magic,2026-04-27 11:59:37,"Màn hình: AMOLED, 1 tỷ màu, 144Hz, HDR10+, 1000 nits 6.67 inches, Full HD+ (1080 x 2400 pixels), tỷ lệ 20:9 | Hệ điều hành: Android 13, MyOS 13 | Camera sau: 64 MP, f/1.6, 35mm (tiêu chuẩn), PDAF, OIS 50 MP, f/2.2, 14mm, 116˚ (góc siêu rộng), AF Quay phim: 8K, 4K | Camera trước: 16 MP (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 128GB - UFS 3.1 256GB-1TB - UFS 4.0 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Po 5000 mAh Sạc nhanh 80W | Thiết kế: Khung kim loại + Mặt lưng kính (hoặc da) Màn hình cong"
Điện thoại ZTE Nubia Red Magic 10 Air (Pin 6000mAh - Mỏng 7.85mm),10.150.000 ₫,10150000,12.350.000₫,12350000,https://mobilecity.vn/dien-thoai/zte-nubia-red-magic-10-air.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/04/red-magic-10-air-cam.jpg.webp,Nubia Red Magic,2026-04-27 11:59:37,"Màn hình: AMOLED, 1 tỷ màu, 120Hz, 1600 nits (peak) 6.8 inches, 1.5K (1116 x 2480 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~400 ppi | Hệ điều hành: Android 15, Redmagic OS 10 | Camera sau: 50 MP, f/1.9 (góc rộng), 1/1.5"", 1.0µm, PDAF, OIS 50 MP, f/2.2 (góc siêu rộng), 1/2.88"", 0.61µm Quay phim: Có | Camera trước: 16 MP, f/2.0 (góc rộng) ẩn dưới màn hình Quay phim: 1080p@30/60fps | Bộ nhớ trong: 256-512GB, UFS 4.0 | Thẻ SIM: 2 SIM Nano | Dung lượng pin: 6000mAh Sạc nhanh 80W Sạc 100% pin trong 52 phút | Thiết kế: Vuông vức, màn hình ful view 100% Khung nhôm hàng không, mặt lưng kính Trigger cảm ứng (nhạy 520Hz) Kháng nước, bụi IP54"
Điện thoại ZTE Nubia Flip 2 (Dimensity 7300X),10.450.000 ₫,10450000,,0,https://mobilecity.vn/dien-thoai/zte-nubia-flip-2-dimensity-7300x.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/01/zte-nubia-flip-2-xanh.jpg.webp,Nubia Red Magic,2026-04-27 11:59:37,"Màn hình: Màn chính: Foldable OLED, 1 tỷ màu, 120Hz 6.9 inches, Full HD+ (1188 x 2790 pixels) Tỷ lệ 21:9, mật độ điểm ảnh ~439 ppi Màn phụ: OLED, 3 inches, 422 x 682 pixels | Hệ điều hành: Android 14 | Camera sau: 50 MP (góc rộng), PDAF 2 MP (depth) Quay phim: 4K, 1080p | Camera trước: 32 MP (góc rộng) Quay phim: 1080p | Bộ nhớ trong: 128-512GB | Thẻ SIM: Nano SIM + eSIM Hoặc 2 SIM Nano | Dung lượng pin: 4300 mAh Sạc nhanh 33W (PD3.0, PPS, QC4+) | Thiết kế: Điện thoại gập kiểu vỏ sò Khung hợp kim nhôm, mặt kính Cảm biến vân tay cạnh bên"
Điện thoại ZTE Nubia Z60S Pro 5G (Snapdragon 8 Gen 2),10.500.000 ₫,10500000,,0,https://mobilecity.vn/dien-thoai/zte-nubia-z60s-pro-5g-cau-hinh-manh.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/07/nubia-z60s-pro-trang.jpg.webp,Nubia Red Magic,2026-04-27 11:59:37,"Màn hình: AMOLED, 1 tỷ màu, 120Hz, 1200 nits (tối đa) 6.8 inches, 1.5K (1260 x 2800 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~452 | Hệ điều hành: Android 14, MyOS 14.5 | Camera sau: 50 MP, f/1.6, 35mm (tiêu chuẩn), PDAF, OIS 8 MP, f/2.4, 80mm (tele), PDAF, OIS 50 MP, f/2.0, 13mm, 125˚ (góc siêu rộng), AF Quay phim: 8K@30fps, 4K@30/60/120fps, 1080p, gyro-EIS, 10-bit | Camera trước: 16 MP, f/2.5, 26mm (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 256GB-1TB, UFS 4.0 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Po 5100 mAh Sạc nhanh 80W | Thiết kế: Khung nhôm vuông vức"
Điện thoại Nubia Red Magic 7 Pro (Snapdragon 8 Gen 1),11.450.000 ₫,11450000,12.450.000₫,12450000,https://mobilecity.vn/zte/nubia-red-magic-7-pro.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2022/02/nubia-red-magic-7-pro-trong-suot.jpg.webp,Nubia Red Magic,2026-04-27 11:59:37,"Màn hình: AMOLED, 1 tỷ màu, 120Hz, 600 nits (typ) 6.8 inches, FullHD+ (1080 x 2400 pixels), tỷ lệ 20:9 Corning Gorilla Glass 5 | Hệ điều hành: Android 12, Redmagic 5.0 | Camera sau: 64 MP, f/1.8 (góc rộng), PDAF 8 MP, f/2.0 (góc siêu rộng), 2 MP, (macro) Quay phim: 8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps | Camera trước: 16 MP (ẩn dưới màn hình) Quay phim: 1080p@30fps | Bộ nhớ trong: 128GB - 1TB UFS 3.1 | Thẻ SIM: 2 SIM | Dung lượng pin: Li-Po 5000 mAh Sạc nhanh 135W, 100% trong 15 phút (quảng cáo) Power Delivery 3.0 | Thiết kế: Gaming Phone"
Điện thoại Masstel S9 Chính hãng (Màn hình 120Hz - NFC),2.850.000 ₫,2850000,2.999.000₫,2999000,https://mobilecity.vn/dien-thoai/masstel-s9-man-hinh-120hz.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/04/masstel-s9-vang.jpg.webp,Meizu,2026-04-27 12:01:05,"Màn hình: IPS LCD, 120Hz, 480 nits 6.67 inches, HD+ (720 x 1600 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~263 ppi | Hệ điều hành: Android 14 | Camera sau: 50 MP (góc rộng) 2 MP (phụ) Cảm biến CIF Quay phim: 1080p@30fps | Camera trước: 8 MP Quay phim: Có | Bộ nhớ trong: 256GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Li-Po 5000 mAh Sạc nhanh 18W Sạc tặng kèm 22.5W | Thiết kế: Khung nhựa phẳng Mặt lưng nhựa phẳng Cảm biến vân tay cạnh bên"
Điện thoại Meizu 21 Note 5G,9.150.000 ₫,9150000,9.990.000₫,9990000,https://mobilecity.vn/dien-thoai/meizu-21-note-5g.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/05/meizu-21-note-den.jpg.webp,Meizu,2026-04-27 12:01:05,"Màn hình: LTPO OLED, 1 tỷ màu, 144Hz, 800 nits (typ), 1600 nits (HBM), 5000 nits (tối đa) 6.78 inches, 1.5K (1264 x 2780 pixels) Tỷ lệ 20:9, Mật độ điểm ảnh ~450 ppi | Hệ điều hành: Android 14, Flyme OS | Camera sau: 50 MP, f/1.7, 24mm (góc rộng), PDAF, OIS 13 MP, f/2.4, 16mm, 122˚ (góc siêu rộng) Quay phim: 8K, 4K, 1080p; gyro-EIS | Camera trước: 16 MP, f/2.5 (góc rộng), HDR Quay phim: có | Bộ nhớ trong: 256-512GB, UFS | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: 5500mAh Sạc nhanh 65W, PD3 PPS, QC4+ | Thiết kế: Khung kim loại vuông vức Hai mặt lưng nhựa giả kính Kháng nước, bụi IP65"
Điện thoại Meizu 20 Classic 5G (RAM 16GB),10.450.000 ₫,10450000,,0,https://mobilecity.vn/dien-thoai/meizu-20-classic-ram-16gb.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2023/10/meizu-20-classic-xam.jpg.webp,Meizu,2026-04-27 12:01:05,"Màn hình: OLED, 1 tỷ màu, 144Hz, 500 nits (typ), 800 nits (HBM) 6.55 inches, Full HD+ (1080 x 2400 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~402 ppi | Hệ điều hành: Android 13, Flyme 10 | Camera sau: 50 MP, f/1.9, 24mm (góc rộng), PDAF, OIS 16 MP, f/2.4, 16mm, 122˚ (góc siêu rộng) 5 MP, f/2.4 Quay phim: 8K, 4K, 1080p; gyro-EIS | Camera trước: 32 MP, f/2.2 (góc rộng), HDR Quay phim: Có | Bộ nhớ trong: 256-512GB, UFS 4.0 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Po 4700 mAh Sạc nhanh 67W PD3 PPS, QC4+ | Thiết kế: Khung kim loại vuông vức Mặt lưng kính phẳng Kháng nước, bụi IP54"
Điện thoại Meizu 21 5G (Snapdragon 8 Gen 3),11.750.000 ₫,11750000,,0,https://mobilecity.vn/dien-thoai/meizu-21-thiet-ke-sieu-dep.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2023/11/meizu-21-tim.jpg.webp,Meizu,2026-04-27 12:01:05,"Màn hình: AMOLED, 120Hz, HDR10+, 600 nits (typ), 1100 nits (HBM), 1800 nits (tối đa) 6.55 inches, Full HD+ (1080 x 2340 pixels) Tỷ lệ 19.5:9, mật độ điểm ảnh ~393 ppi | Hệ điều hành: Android 13, Flyme 10.5 | Camera sau: 200 MP, f/1.7, 22mm (góc rộng), PDAF, OIS 13 MP, f/2.4, 15mm, 122˚ (góc siêu rộng/macro) 5 MP, f/2.4, 27mm (tele) Quay phim: 8K, 4K, 1080p; gyro-EIS | Camera trước: 32 MP, f/2.4 (góc rộng), HDR Thuật toán trang điểm và làm đẹp cảnh thật Chụp ảnh selfie ngược sáng HDR Cảnh siêu đêm phía trước Mở khóa nhận dạng khuôn mặt Quay phim: Có | Bộ nhớ trong: 256-512GB, UFS 4.0 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Po 4800 mAh Sạc nhanh Super mCharge 80W PD3 PPS, QC4+, | Thiết kế: Vuông vức, sang trọng Kháng nước, bụi IP54"
Điện thoại Meizu 22 5G (Snapdragon 8s Gen 4),Liên hệ,0,,0,https://mobilecity.vn/dien-thoai/meizu-22-5g-snapdragon-8s-gen-4.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/07/meizu-22-ro-ri-01.jpg.webp,Meizu,2026-04-27 12:01:05,"Màn hình: AMOLED, 1 tỷ màu, 120Hz 6.3 inches, 1.5K | Hệ điều hành: Flyme AIOS 2 | Camera sau: 50 MP (góc rộng), PDAF, OIS 10 MP (tele), PDAF, OIS, 3x optical zoom 13 MP (góc siêu rộng) Quay phim: 8K, 4K, 1080p; gyro-EIS | Camera trước: 32 MP (góc rộng) Quay phim: 4K, 1080p | Bộ nhớ trong: 256GB-1TB, UFS 4.0 | Thẻ SIM: 2 SIM Nano | Dung lượng pin: 5000 mAh Sạc nhanh 80W | Thiết kế: Khung kim loại phẳng Mặt lưng kính phẳng"
Điện thoại Meizu Lucky 08 (Snapdragon 7s Gen 2),3.250.000 ₫,3250000,6.490.000₫,6490000,https://mobilecity.vn/dien-thoai/meizu-lucky-08-snapdragon-7s-gen-2.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/06/meizu-lucky-08-chinh-hang-trang.jpg.webp,Meizu,2026-04-27 12:01:05,"Màn hình: LTPO AMOLED, 1 tỷ màu, 144Hz (1-120Hz thích ứng), HDR, 800 nits (typ), 5000 nits (peak) 6.78 inches, 1.5K (1264 x 2780 pixels) Mật độ điểm ảnh ~450 ppi | Hệ điều hành: Flyme AIOS | Camera sau: 108 MP, f/1.7, 24mm (wide), 1/1.67"", 0.64µm, PDAF 2 MP, f/2.4, 22mm (phụ) Quay phim: Có | Camera trước: 8 MP, f/2.0, 35mm, HDR, AI làm đẹp Quay phim: Có | Bộ nhớ trong: 256-512GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: 6000 mAh Sạc nhanh 33W (Việt Nam) | Thiết kế: Khung nhựa phẳng Mặt lưng nhựa phẳng Cảm biến vân tay dưới màn hình"
Điện thoại Meizu Pro 7 (2 Màn Hình cực đẹp),3.250.000 ₫,3250000,3.950.000₫,3950000,https://mobilecity.vn/meizu/meizu-pro-7-1.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2018/01/meizu-pro-7-2.jpg,Meizu,2026-04-27 12:01:05,Màn hình: Full HD | Hệ điều hành: Android 7.0 (Nougat) | Camera sau: 12 MP | Camera trước: 16 MP | Bộ nhớ trong: 64/128 GB | Thẻ SIM: 2 sim | Dung lượng pin: 3000 mAh | Thiết kế: Thanh + Cảm ứng
Điện thoại Meizu Pro 7 Plus (Nhập Khẩu Chính Hãng),4.450.000 ₫,4450000,6.950.000₫,6950000,https://mobilecity.vn/meizu/meizu-pro-7-plus.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2018/01/meizu-pro-7-plus-3.jpg.webp,Meizu,2026-04-27 12:01:05,Màn hình: Full HD | Hệ điều hành: Android 7.0 (Nougat) | Camera sau: 12 MP | Camera trước: 16 MP | Bộ nhớ trong: 64/128 GB | Thẻ SIM: 2 sim | Dung lượng pin: 3500 mAh | Thiết kế: Thanh + Cảm ứng
Điện thoại Meizu 20 5G (Snapdragon 8 Gen 2),10.250.000 ₫,10250000,,0,https://mobilecity.vn/dien-thoai/meizu-20-snapdragon-8-gen-2.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2023/04/meizu-20-hong.jpg.webp,Meizu,2026-04-27 12:01:05,"Màn hình: OLED, 1 tỷ màu, 144Hz, 500 nits (typ), 800 nits (HBM) 6.55 inches, Full HD+ (1080 x 2400 pixels), tỷ lệ 20:9 | Hệ điều hành: Android 13, Flyme 10 | Camera sau: 50 MP, f/1.9, 24mm (góc rộng), dual pixel PDAF, OIS 5 MP f/2.4 (Độ sâu) 16 MP, f/2.4, 16mm, 122˚ (góc siêu rộng) Quay phim: 8K, 4K, 1080p; gyro-EIS | Camera trước: 32 MP, f/2.5 (góc rộng), HDR Quay phim: Có | Bộ nhớ trong: 256-512GB, UFS 4.0 128GB, UFS 3.1 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Po 4700 mAh Sạc nhanh 67W, PD3 PPS, QC4+ | Thiết kế: Khung kim loại Hai mặt kính, vuông vức Kháng nước, bụi IP54"
Điện thoại Meizu 20 Pro 5G (Snapdragon 8 Gen 2 - Sạc không dây 50W),13.650.000 ₫,13650000,,0,https://mobilecity.vn/dien-thoai/meizu-20-pro-sac-khong-day-50w.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2023/04/meizu-20-pro-vang.jpg.webp,Meizu,2026-04-27 12:01:05,"Màn hình: LTPO OLED, 120Hz, HDR10+, 500 nits (typ), 1800 nits (tối đa) 6.81 inches, QHD+ (1440 x 3200 pixels), tỷ lệ 20:9 | Hệ điều hành: Android 13, Flyme 10 | Camera sau: 50 MP, f/1.9 (góc rộng), PDAF, OIS 50 MP f/2.4 (tele) PDAF 50 MP, f/2.2, 129˚ (góc siêu rộng) Quay phim: 8K, 4K, 1080p; gyro-EIS | Camera trước: 32 MP, f/2.5, (góc rộng), HDR Quay phim: Có | Bộ nhớ trong: 128-256GB UFS 4.0 - 512GB | Thẻ SIM: 2SIM, NanoSIM | Dung lượng pin: Li-Po 5.000 mAh Sạc nhanh 80W, PD3 PPS, QC4+ Sạc không dây 50W | Thiết kế: Khung kim loại Hai mặt kính Kháng nước, bụi IP54"
Điện thoại Meizu 21 Pro 5G (Flyme AI - Snapdragon 8 Gen 3),17.150.000 ₫,17150000,,0,https://mobilecity.vn/dien-thoai/meizu-21-pro-5g.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/02/meizu-21-pro-xanh-duong.jpg.webp,Meizu,2026-04-27 12:01:05,"Màn hình: LTPO AMOLED, 1 tỷ màu, 120Hz, HDR10+, 600 nits (typ), 1250 nits (HBM) 6.79 inches, 2K+ (1368 x 3192 pixels) Tỷ lệ 21:9, mật độ điểm ảnh ~512 ppi Meizu Titan Glass 2.0 | Hệ điều hành: Android 14, Flyme | Camera sau: 50 MP, f/1.9, 24mm (góc rộng), PDAF, OIS 10 MP, f/2.0, 72mm (tele tiềm vọng), PDAF, OIS, zoom quang 3x 13 MP, f/2.4, 15mm, 122˚ (góc siêu rộng) Quay phim: 8K, 4K, 1080p; gyro-EIS | Camera trước: 32 MP, f/2.4 (góc rộng), HDR Quay phim: Có | Bộ nhớ trong: 256GB-1TB, UFS 4.0 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: 5050 mAh Sạc nhanh 80W, Dual Super mCharge PD3 PPS, QC4+ Sạc không dây 50W Sạc ngược không dây 10W | Thiết kế: Vuông vức, khung kim loại Mặt lưng kính/da Kính trước Meizu Titan 2.0 Cảm biến vân tay sieu âm rộng mTouch (tốc độ 0,08 giây, diện tích 20×30mm2) Kháng nước, bụi IP68"
