ten_san_pham,gia_ban,gia_ban_so,gia_goc,gia_goc_so,link,hinh_anh,danh_muc,thoi_gian_cao,thong_so
Điện thoại iPhone 13 mini Chính hãng VN/A,Liên hệ,0,,0,https://mobilecity.vn/apple/iphone-13-mini-chinh-hang-vn-a.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2021/10/iphone-13-mini-hong.jpg.webp,iPhone Chính hãng,2026-04-27 11:46:44,"Màn hình: Super Retina XDR OLED, 60Hz, HDR10, Dolby Vision 5,4 inches, Full HD+ (1080 x 2340 pixels) Thủy tinh gốm chống xước, lớp phủ oleophobic True-tone | Hệ điều hành: iOS 15 | Camera sau: 12 MP, f/1.6, 26mm (góc rộng), dual pixel PDAF, OIS 12 MP, f/2.4, 120˚, 13mm (góc siêu rộng) Quay phim: 4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, Dolby Vision HDR (lên đến 60fps) | Camera trước: 12 MP, f/2.2, 23mm (góc rộng) SL 3D, (depth/biometrics sensor) Quay phim: 4K@24/25/30/60fps, 1080p@30/60/120fps, gyro-EIS | Bộ nhớ trong: 128-512GB NVMe | Thẻ SIM: 1 SIM hoặc 2 SIM | Dung lượng pin: Li-Ion 2438 mAh Sạc nhanh 20W, 50% trong 30 phút (được quảng cáo) | Thiết kế: Thanh + cảm ứng"
Điện thoại Samsung Galaxy A17 Chính hãng,4.350.000 ₫,4350000,,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-a17-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/09/samsung-galaxy-a17-4g-xanh.jpg.webp,Samsung Chính hãng,2026-04-27 11:48:07,"Màn hình: Super AMOLED, 90Hz, 800 nits (HBM) 6.7 inches, Full HD+ (1080 x 2340 pixels) Tỷ lệ 19.5:9, mật độ điểm ảnh ~385 ppi Corning Gorilla Glass 7 | Hệ điều hành: Android 15, One UI 7 | Camera sau: 50 MP, f/1.8 (góc rộng), 1/2.76"", 0.64µm, AF, OIS 5 MP, f/2.2 (góc siêu rộng), 1/5.0"", 1.12µm 2 MP, f/2.4 (macro) Quay phim: 1080p@30fps | Camera trước: 13 MP, f/2.0 (góc rộng), 1/3.1"", 1.12µm Quay phim: 1080p@30fps | Bộ nhớ trong: 128-256GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: 5000 mAh Sạc nhanh 25W | Thiết kế: Khung nhựa phẳng Mặt lưng nhựa phẳng Màn hình giọt nước kính Corning Gorilla Glass 7 Kháng nước, bụi IP54"
Điện thoại Samsung Galaxy A17 5G Chính hãng,4.350.000 ₫,4350000,,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-a17-5g-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/08/samsung-galaxy-a17-5g-xanh-nany.jpg.webp,Samsung Chính hãng,2026-04-27 11:48:07,"Màn hình: Super AMOLED, 90Hz, 800 nits (HBM) 6.7 inches, Full HD+ (1080 x 2340 pixels) Tỷ lệ 19.5:9, mật độ điểm ảnh ~385 ppi Corning Gorilla Glass Victus, Mohs level 5 | Hệ điều hành: Android 15, One UI 7 Hỗ trợ cập nhật 6 bản Android chính | Camera sau: 50 MP, f/1.8 (góc rộng), 1/2.76"", 0.64µm, AF, OIS 5 MP, f/2.2 (góc siêu rộng), 1/5.0"", 1.12µm 2 MP, f/2.4, (macro) Quay phim: 1080p@30fps, gyro-EIS | Camera trước: 13 MP, f/2.0, (góc rộng), 1/3.1"", 1.12µm Quay phim: 1080p@30fps | Bộ nhớ trong: 128-256GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Li-Ion 5000 mAh Sạc nhanh 25W | Thiết kế: Khung nhựa phẳng Mặt lưng nhựa phẳng Màn hình giọt nước kính Gorilla Victus phẳng Kháng nước, bụi IP54"
Điện thoại Samsung Galaxy A36 5G Chính hãng (Snapdragon 6 Gen 3),6.300.000 ₫,6300000,8.860.000₫,8860000,https://mobilecity.vn/dien-thoai/samsung-galaxy-a36-5g-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/03/samsung-galaxy-a36-5g-xanh.jpg.webp,Samsung Chính hãng,2026-04-27 11:48:07,"Màn hình: Super AMOLED, 120Hz, 1200 nits (HBM), 1900 nits (peak) 6.7 inches, Full HD+ (1080 x 2340 pixels) Tỷ lệ 19.5:9, mật độ điểm ảnh ~385 ppi | Hệ điều hành: Android 15, One UI 7 Hỗ trợ cập nhật 6 bản Android chính | Camera sau: 50 MP, f/1.8 (góc rộng), 1/1.96"", PDAF, OIS 8 MP, f/2.2, 123˚ (góc siêu rộng), 1/4.0"", 1.12µm 5 MP, f/2.4 (macro) Quay phim: 4K@30fps, 1080p@30/60fps, gyro-EIS | Camera trước: 12 MP, f/2.2 (góc rộng) Quay phim: 4K@30fps, 1080p@30fps, 10-bit HDR | Bộ nhớ trong: 128-256GB, UFS 2.2 | Thẻ SIM: 2 SIM Nano | Dung lượng pin: 5000 mAh Sạc nhanh 45W Sạc 66% pin trong 30 ph, 100% trong 68 ph | Thiết kế: Khung nhựa phẳng Mặt lưng kính Gorilla Victus+ Màn hình phẳng đục lỗ, kính Gorilla Victus+ Kháng nước, bụi IP67 Cảm biến vân tay dưới màn hình"
Điện thoại Samsung Galaxy A56 5G (Chính hãng - Exynos 1580),8.050.000 ₫,8050000,9.990.000₫,9990000,https://mobilecity.vn/dien-thoai/samsung-galaxy-a56-5g.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/03/samsung-galaxy-a56-5g-xanh.jpg.webp,Samsung Chính hãng,2026-04-27 11:48:07,"Màn hình: Super AMOLED, 120Hz, HDR10+, 1200 nits (HBM), 1900 nits (peak) 6.7 inches, Full HD+ (1080 x 2340 pixels) Tỷ lệ 19.5:9, mật độ điểm ảnh ~385 ppi | Hệ điều hành: Android 15, One UI 7 Hỗ trợ cập nhật 6 bản Android chính | Camera sau: 50 MP, f/1.8 (góc rộng), 1/1.56"", 1.0µm, PDAF, OIS 12 MP, f/2.2, 123˚ (góc siêu rộng), 1/3.06"", 1.12µm 5 MP, f/2.4 (macro) Quay phim: 4K@30fps, 1080p@30/60fps, gyro-EIS | Camera trước: 12 MP, f/2.2 (góc rộng) Quay phim: 4K@30fps, 1080p@30/60fps, 10-bit HDR | Bộ nhớ trong: 128-256GB, UFS 3.1 | Thẻ SIM: 2 SIM Nano và 2 eSIM | Dung lượng pin: 5000 mAh Sạc nhanh 45W Sạc 65% pin trong 30 ph, 100% trong 68 ph | Thiết kế: Khung nhôm phẳng Mặt lưng kính Gorilla Victus+ phẳng Màn hình phẳng kính Gorilla Victus+ Kháng nước, bụi IP67"
Điện thoại Samsung Galaxy S26 Chính hãng,22.000.000 ₫,22000000,,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-s26-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2026/02/samsung-glalaxy-s26-0-4.jpg,Samsung Chính hãng,2026-04-27 11:48:07,"Màn hình: Dynamic LTPO AMOLED 2X, 120Hz, HDR10+, 2600 nits (peak) 6.2 inches, Full HD+ (1080 x 2340 pixels) Tỷ lệ 19.5:9; Mật độ điểm ảnh ~416 ppi Always-on Display Kính bảo vệ Corning Gorilla Victus 2 | Hệ điều hành: Android 16, One UI 8.5 | Camera sau: 50 MP, f/1.8, 24mm (góc rộng), 1/1.56"", 1.0µm, dual pixel PDAF, OIS 10 MP, f/2.4, 67mm (tele), 1/3.94"", 1.0µm, PDAF, OIS, zoom quang 3x 12 MP, f/2.2, 13mm, 120˚ (góc siêu rộng), Super Steady video Quay phim: 8K@24/30fps, 4K@30/60fps, 1080p@30/60/240fps, 10-bit HDR, HDR10+, stereo sound rec., gyro-EIS | Camera trước: 12 MP, f/2.2, 26mm (góc rộng) 1/3.2"", 1.12µm, dual pixel PDAF HDR, HDR10+ Quay phim: 4K@30/60fps, 1080p@30fps | Bộ nhớ trong: 256-512GB, UFS 4.0 | Thẻ SIM: 2 SIM Nano + eSIM | Dung lượng pin: 4300 mAh Sạc nhanh 25W | Thiết kế: Vuông vức bo tròn góc Khung nhôm phẳng Hai mặt kính Gorilla Victus 2 Kháng nước, bụi IP68 Cảm biến vân tay siêu âm dưới màn hình"
Điện thoại Samsung Galaxy A03 Core (Chính hãng),1.810.000 ₫,1810000,1.990.000₫,1990000,https://mobilecity.vn/dien-thoai/samsung-galaxy-a03-core-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2023/02/samsung-galaxy-a03-core-chinh-hang-xanh.jpg.webp,Samsung Chính hãng,2026-04-27 11:48:07,"Màn hình: PLS LCD, tỷ lệ 20:9 6.5 inches, HD+ (720 x 1600 pixels) | Hệ điều hành: Android 11 (Go edition) | Camera sau: 8 MP, f/2.0, AF Quay phim: 1080p@30fps | Camera trước: 5 MP, f/2.2 | Bộ nhớ trong: 32GB, eMMC 5.1 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Ion 5000 mAh | Thiết kế: Thanh + Cảm ứng"
Điện thoại Samsung Galaxy A03s (Chính hãng),2.100.000 ₫,2100000,3.190.000₫,3190000,https://mobilecity.vn/samsung/samsung-galaxy-a03s.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2021/10/samsung-galaxy-a03s-den.jpg.webp,Samsung Chính hãng,2026-04-27 11:48:07,"Màn hình: PLS LCD, tỷ lệ 20:9 6.5 inches, HD+ (720 x 1600 pixels) Mặt kính cong 2.5D | Hệ điều hành: Android 12, One UI 4.1 Core | Camera sau: 13 MP, f/2.2 (góc rộng), AF 2 MP, f/2.4 (độ sâu) 2 MP, f/2.4 (macro) Quay phim: 1080p@30fps | Camera trước: 5 MP, f/2.2 Quay phim: 1080p@30fps | Bộ nhớ trong: 32GB - 64GB eMMC 5.1 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Po 5000 mAh Sạc nhanh 15W | Thiết kế: Khung nhựa, lưng nhựa"
Điện thoại Samsung Galaxy A04 (Chính hãng),2.120.000 ₫,2120000,2.500.000₫,2500000,https://mobilecity.vn/dien-thoai/samsung-galaxy-a04-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2023/02/samsung-galaxy-a04-chinh-hang-dong.jpg.webp,Samsung Chính hãng,2026-04-27 11:48:07,"Màn hình: PLS LCD, tỷ lệ 20:9 6.5 inches, HD+ (720 x 1600 pixels) Corning Gorilla Glass 3 | Hệ điều hành: Android 12, One UI Core 4.1 | Camera sau: 50 MP, f/1.8 (góc rộng), AF 2 MP, f/2.4 (độ sâu) Quay phim: 1080p@30fps, 720p@30fps | Camera trước: 5 MP, f/2.2 | Bộ nhớ trong: 32-128GB eMMC 5.1 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Po 5000 mAh Sạc nhanh 15W | Thiết kế: Thanh + cảm ứng"
Điện thoại Samsung Galaxy M07 Chính hãng,2.150.000 ₫,2150000,,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-m07-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/10/samsung-galaxy-m07-chinh-hang.jpg,Samsung Chính hãng,2026-04-27 11:48:07,"Màn hình: PLS LCD, 90Hz 6.7 inches, HD+ (720 x 1600 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~262 ppi | Hệ điều hành: Android 15, One UI 7 Hỗ trợ cập nhật 6 bản Android chính | Camera sau: 50 MP, f/1.8 (góc rộng), 1/2.76"", 0.64µm, PDAF 2 MP, f/2.4 (depth) Quay phim: 1080p@30fps | Camera trước: 8 MP, f/2.0 (góc rộng), 1/4.0"", 1.12µm Quay phim: 1080p@30fps | Bộ nhớ trong: 64GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Li-Ion 5000 mAh Sạc nhanh 25W | Thiết kế: Khung nhựa phẳng Mặt lưng nhựa phẳng Kháng nước, bụi IP54 Cảm biến vân tay cạnh bên"
Điện thoại Samsung Galaxy A04E (Chính hãng),2.220.000 ₫,2220000,2.999.000₫,2999000,https://mobilecity.vn/dien-thoai/samsung-galaxy-a04e-helio-p35.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2023/02/samsung-galaxy-a04e-helio-p35-xanh.jpg.webp,Samsung Chính hãng,2026-04-27 11:48:07,"Màn hình: PLS LCD, tỷ lệ 20:9 6.5 inches, HD+ (720 x 1600 pixels) | Hệ điều hành: Android 12, One UI Core 4.1 | Camera sau: 13 MP, f/2.2, (góc rộng), AF 2 MP, f/2.4, (độ sâu) Quay phim: 1080p@30fps | Camera trước: 5 MP, f/2.2 Có quay phim | Bộ nhớ trong: 32-128GB | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Po 5000 mAh | Thiết kế: Thanh + cảm ứng"
Điện thoại Samsung Galaxy A07 Chính hãng (Helio G99),2.550.000 ₫,2550000,3.050.000₫,3050000,https://mobilecity.vn/dien-thoai/samsung-galaxy-a07-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/08/samsung-galaxy-a07-chinh-hang-bac.jpg.webp,Samsung Chính hãng,2026-04-27 11:48:07,"Màn hình: PLS LCD, 90Hz 6.7 inches, HD+ (720 x 1600 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~262 ppi | Hệ điều hành: Android 15, One UI 7 Hỗ trợ cập nhật 6 bản Android chính | Camera sau: 50 MP, f/1.8 (góc rộng), 1/2.76"", 0.64µm, PDAF 2 MP, f/2.4 (depth) Quay phim: 1080p@30/60fps | Camera trước: 8 MP, f/2.0 (góc rộng), 1/4.0"", 1.12µm Quay phim: 1080p@30fps | Bộ nhớ trong: 64-256GB, eMMC 5.1 | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Li-Ion 5000 mAh Sạc nhanh 25W | Thiết kế: Khung nhựa phẳng Mặt lưng nhựa phẳng Kháng nước, bụi IP54 Cảm biến vân tay cạnh bên"
Điện thoại Samsung Galaxy A05s (Chính hãng - Snapdragon 680 4G),2.750.000 ₫,2750000,,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-a05s-snapdragon-680-4g.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2023/09/samsung-galaxy-a05s-xanh.jpg.webp,Samsung Chính hãng,2026-04-27 11:48:07,"Màn hình: PLS LCD 6.7 inches, Full HD+ (1080 x 2400 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~393 ppi | Hệ điều hành: Android 13, One UI | Camera sau: 50 MP, f/1.8, (góc rộng), AF 2 MP, f/2.4, (macro) 2 MP, f/2.4, (độ sâu) Quay phim: 1080p@30/60fps | Camera trước: 13 MP, f/2.0 Quay phim: 1080p@30fps | Bộ nhớ trong: 128GB, eMMC 5.1 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Po 5000 mAh Sạc nhanh 25W | Thiết kế: Khung nhựa Mặt lưng phẳng Mặt trước kính phẳng"
Điện thoại Samsung Galaxy A13 (Chính hãng),2.900.000 ₫,2900000,3.650.000₫,3650000,https://mobilecity.vn/dien-thoai/samsung-galaxy-a13-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2022/03/samsung-galaxy-a13-chinh-hang-2.jpg.webp,Samsung Chính hãng,2026-04-27 11:48:07,"Màn hình: PLS TFT, 90Hz 6.5 inches, Full HD+ (720 x 1600 pixels) | Hệ điều hành: Android 12, One UI 4.1 | Camera sau: 50 MP, f/1.8, (góc rộng), PDAF 2 MP, f/2.4, (macro) 2 MP, f/2.4, (chiều sâu) Quay phịm: 1080p@30fps | Camera trước: 5 MP, f/2.0, (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 64GB | Thẻ SIM: 1 SIM, Nano SIM | Dung lượng pin: Li-Po 5000 mAh Sạc nhanh 15W | Thiết kế: Thanh + Cảm ứng"
"Điện thoại Samsung Galaxy A04s (Chính hãng - Exynos 850, camera 50MP)",2.950.000 ₫,2950000,3.750.000₫,3750000,https://mobilecity.vn/dien-thoai/samsung-galaxy-a04s-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2022/09/galaxy-a04s-hong.png.webp,Samsung Chính hãng,2026-04-27 11:48:07,"Màn hình: PLS LCD, 90Hz, 400 nits, tỷ lệ 20:9 6.5 inches, HD+ (720 x 1600 pixels) | Hệ điều hành: Android 12, One UI Core 4 Được lên Android 13, One UI Core 5 | Camera sau: 50 MP, f/1.8 (góc rộng), PDAF 2 MP, f/2.4 (macro) 2 MP, f/2.4 (độ sâu) Quay phim: 1080p@30fps | Camera trước: 5 MP, f/2.2, (góc rộng) Quay phim: 720p@30fps | Bộ nhớ trong: 32-128GB, eMMC 5.1 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Po 5000 mAh Sạc nhanh 15W (kèm máy) | Thiết kế: Thanh + Cảm ứng"
"Điện thoại Samsung Galaxy A13 4G (Chính hãng, Camera 50MP)",3.050.000 ₫,3050000,3.450.000₫,3450000,https://mobilecity.vn/dien-thoai/samsung-galaxy-a13-4g-chinh-hang-exynos-850.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2022/11/samsung-galaxy-a13-4g-chinh-hang-exynos-850-be.jpg.webp,Samsung Chính hãng,2026-04-27 11:48:07,"Màn hình: PLS LCD, tỷ lệ 20:9 6.6 inches, Full HD+ (1080 x 2408 pixels) Corning Gorilla Glass 5 | Hệ điều hành: Android 12, One UI 4.1 | Camera sau: 50 MP, f/1.8, (góc rộng), PDAF 5 MP, f/2.2, 123˚ (góc siêu rộng) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth) Quay phim: 1080p@30fps | Camera trước: 8 MP, f/2.2, (wide) Quay phim: 1080p@30fps | Bộ nhớ trong: 128GB, eMMC 5.1 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Po 5000 mAh Sạc nhanh 15W | Thiết kế: Thanh + Cảm ứng"
Điện thoại Samsung Galaxy A50s Chính hãng (Exynos 9611),3.450.000 ₫,3450000,,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-a50s-exynos-9611.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2023/07/samsung-galaxy-a50s-exynos-9611-xanh.jpg.webp,Samsung Chính hãng,2026-04-27 11:48:07,"Màn hình: Super AMOLED 6.4 inches, FHD+ (1080 x 2340 pixels) Tỷ lệ 19.5:9 | Hệ điều hành: Android 11, One UI 3.1 | Camera sau: 48 MP, f/2.0, 26mm (rộng), PDAF 8 MP, f/2.2, (siêu rộng) 5 MP, f/2.2, (độ sâu) 4K@30fps, 1080p@30fps | Camera trước: 32 MP, f/2.0, (rộng) 4K@30fps, 1080p@30fps | Bộ nhớ trong: 64-128GB | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Po 4000 mAh Sạc nhanh 15W | Thiết kế: Thanh + Cảm ứng"
Điện thoại Samsung Galaxy A12 (Chính hãng),3.450.000 ₫,3450000,3.950.000₫,3950000,https://mobilecity.vn/samsung/samsung-galaxy-a12.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2021/12/samsung-galaxy-a12-xanh-duong-1-2-org-1.jpg.webp,Samsung Chính hãng,2026-04-27 11:48:07,"Màn hình: PLS LCD, 60Hz 6.5 inches, HD+ (720 x 1600 pixels) Tỷ lệ, mật độ điểm ảnh ~270 ppi | Hệ điều hành: Android 10 Được cập nhật lên Android 11, One UI 3.1 | Camera sau: 48 MP, f/2.0, 26mm (góc rộng), AF 5 MP, f/2.2, 123˚ (góc siêu rộng) 2 MP, f/2.4 (macro) 2 MP, f/2.4 (đo độ sâu) Quay phim: 1080p@30fps | Camera trước: 8 MP, f/2.2 Quay phim: 1080p@30fps | Bộ nhớ trong: 32-128GB | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Po 5000 mAh Sạc nhanh 15W | Thiết kế: Khung nhựa bo cong Mặt lưng nhựa cong Cảm biến vân tay cạnh bên"
Điện thoại Samsung Galaxy M17 5G Chính hãng,3.750.000 ₫,3750000,3.990.000₫,3990000,https://mobilecity.vn/dien-thoai/samsung-galaxy-m17-5g-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/10/samsung-galaxy-m17-5g-moonlight-silver.jpg,Samsung Chính hãng,2026-04-27 11:48:07,"Màn hình: Super AMOLED, 90Hz, 1100 nits (HBM) 6.7 inches, Full HD+ (1080 x 2340 pixels) Tỷ lệ 19.5;9, mật độ điểm ảnh ~385 ppi Kính cường lực Corning Gorilla Victus | Hệ điều hành: Android 15, One UI 7 Hỗ trợ cập nhật 6 bản Android chính | Camera sau: 50 MP, f/1.8 (góc rộng), 1/2.76"", 0.64µm, AF, OIS 5 MP, f/2.2 (góc siêu rộng), 1/5.0"", 1.12µm 2 MP, f/2.2 (macro) Quay phim: 1080p@30fps, gyro-EIS | Camera trước: 13 MP, f/2.0, (góc rộng), 1/3.1"", 1.12µm Quay phim: 1080p@30fps | Bộ nhớ trong: 128GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: 5000 mAh Sạc nhanh 25W | Thiết kế: Khung nhựa phẳng Mặt lưng nhựa phẳng Màn hình giọt nước kính Gorilla Victus phẳng Kháng nước, bụi IP54"
Điện thoại Samsung Galaxy A52 (Chính hãng),3.950.000 ₫,3950000,,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-a52-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2022/03/galaxya52-tim.png.webp,Samsung Chính hãng,2026-04-27 11:48:07,"Màn hình: Super AMOLED, 90Hz, 800 nits (HBM), tỷ lệ 20:9 6.5 inches, Full HD+ (1080 x 2400 pixels) Corning Gorilla Glass 5 Always-on display Cảm biến vân tay trong màn hình (quang học) | Hệ điều hành: Android 11, One UI 3.1 | Camera sau: 64 MP, f/1.8, 26mm (góc rộng), OIS 12 MP, f/2.2, 123˚ (góc siêu rộng) 5 MP, f/2.4, (macro) 5 MP, f/2.4, (độ sâu) Quay phim: 4K@30fps, 1080p@30/60fps; gyro-EIS | Camera trước: 32 MP, f/2.2, 26mm (góc rộng) Quay phim: 4K@30fps, 1080p@30fps | Bộ nhớ trong: 128-256GB | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Po 4500 mAh Sạc nhanh 25W, 50% trong 30 phút (quảng cáo) | Thiết kế: Thanh + Cảm ứng"
Điện thoại Samsung Galaxy M16 5G Chính hãng,3.990.000 ₫,3990000,,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-m16-5g-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/12/samsung-galaxy-m16-ro-ri-01.jpg.webp,Samsung Chính hãng,2026-04-27 11:48:07,"Màn hình: Super AMOLED, 90Hz, 800 nits (HBM) 6.5 inches, Full HD+ (1080 x 2340 pixels) | Hệ điều hành: Android 15, One UI 7 | Camera sau: 50 MP (góc rộng), AF 5 MP (góc siêu rộng) 2 MP (macro) Quay phim: 1080p@30fps, gyro-EIS | Camera trước: 13 MP (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 128-256GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: 6000 mAh Sạc nhanh 15W | Thiết kế: Khung nhựa vuông vức Mặt lưng nhựa phẳng Cảm biến vân tay cạnh bên"
Điện thoại Xiaomi 15 5G - Chính hãng Việt Nam (Snapdragon 8 Elite),15.250.000 ₫,15250000,16.950.000₫,16950000,https://mobilecity.vn/dien-thoai/xiaomi-15-5g-sieu-manh.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/10/xiaomi-15-tim.jpg.webp,Xiaomi,2026-04-27 11:49:31,"Màn hình: LTPO AMOLED, 68 tỷ màu, 120Hz, Dolby Vision, HDR10+, 3200 nits (peak) 6.36 inches, 1.5K (1200 x 2670 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~460 ppi Kính bảo vệ Shatterproof | Hệ điều hành: Android 15, HyperOS 2 | Camera sau: 50 MP, f/1.6, 23mm (góc rộng), dual pixel PDAF, OIS 50 MP, f/2.0, 60mm (tele), PDAF (10cm - ∞), OIS, zoom quang 3x 50 MP, f/2.2, 14mm, 115˚ (góc siêu rộng) Quay phim: 8K@24/30fps (HDR), 4K@24/30/60fps (HDR10+, 10-bit Dolby Vision HDR, 10-bit LOG), 1080p@30/60/120/240/960fps, 720p@1920fps, gyro-EIS | Camera trước: 32 MP, f/2.0, 22mm (góc rộng), HDR, panorama Quay phim: 4K@30/60fps, 1080p@30/60fps, gyro-EIS | Bộ nhớ trong: 256GB-1TB, UFS 4.0 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Si/C 5400/5240 mAh Sạc nhanh 90W Sạc không dây 50W Sạc ngược không dây 10W | Thiết kế: Khung hợp kim nhôm (6M42) phẳng Mặt lưng kính phẳng Màn hình phẳng + cảm biến vân tay siêu âm Kháng nước, bụi IP68"
Điện thoại Xiaomi Redmi Note 14 Pro Plus Chính hãng (Camera 200MP),6.750.000 ₫,6750000,,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-14-pro-plus-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2026/04/xiaomi-redmi-note-14-pro-plus-chinh-hang-99-4.jpg,Xiaomi,2026-04-27 11:49:31,"Màn hình: AMOLED, 68 tỷ màu, 120Hz, HDR10+, Dolby Vision, 3000 nits (peak) 6.67 inches, 1.5K (1220 x 2712 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~446 ppi Always-on Display | Hệ điều hành: Android 14, HyperOS Hỗ trợ cập nhật lên Android 16 | Camera sau: 50 MP, f/1.6 (góc rộng), 1/1.55"", 1.0µm, PDAF, OIS 8 MP, f/2.2, 120˚ (góc siêu rộng), 1/4.0"", 1.12µm 2 MP (macro) Quay phim: 4K@24/30fps, 1080p@30/60/120fps, gyro-EIS, OIS | Camera trước: 20 MP (góc rộng) HDR, panorama Quay phim: 1080p@30/60fps | Bộ nhớ trong: 256-512GB UFS2.2 | Thẻ SIM: 2 nano SIM hoặc 1 nano SIM + 1 eSIM | Dung lượng pin: 5110 mAh Sạc nhanh 120W | Thiết kế: Khung nhựa bo cong Mặt lưng nhựa bo cong Màn hình cong + Cảm biến vân tay dưới màn hình Kháng nước, bụi IP68/IP69K (ngâm dưới nước 2m trong 24 giờ)"
